区站号,数据类型,时间,入库时间,更正标识,本站气压,海平面气压,气温,水汽压,相对湿度,1分钟平均水平能见度,降水量,小时蒸发量,2分钟平均风向,风速,10分钟平均风向,10分钟平均风速,地面温度,草面（雪面）温度
57060/夏县,小时数据,2025-01-01 02,2025-01-01 02:00:42,000,971.6,1021.6,-7.4,2.6,74,5974,0.0,-,71,0.9,27,0.9,-3.5,-11.7
57060/夏县,小时数据,2025-01-01 01,2025-01-01 01:00:40,000,971.2,1021.3,-7.2,2.7,76,4869,0.0,-,PPC,0.0,PPC,0.0,-3.2,-11.3
57060/夏县,小时数据,2025-01-01 00,2025-01-01 00:00:47,000,970.8,1020.9,-6.8,2.6,70,4106,0.0,-,72,0.8,28,0.4,-2.9,-11.3
57060/夏县,小时数据,2024-12-31 23,2024-12-31 23:00:39,000,970.8,1021.1,-6.3,2.5,66,1350,0.0,-,144,0.9,150,0.8,-2.7,-10.9
57060/夏县,小时数据,2024-12-31 22,2024-12-31 22:00:46,000,970.8,1021.4,-5.6,2.5,63,5592,0.0,-,100,0.9,72,0.9,-2.5,-10.8
57060/夏县,小时数据,2024-12-31 21,2024-12-31 21:00:40,000,970.7,1021.7,-4.6,2.6,59,5063,0.0,-,45,1.1,30,1.4,-2.1,-9.9
57060/夏县,小时数据,2024-12-31 20,2024-12-31 20:00:41,000,971.2,1022.7,-3.3,2.8,58,5537,0.0,-,183,0.9,174,1.1,-1.6,-10.0
57060/夏县,小时数据,2024-12-31 19,2024-12-31 19:00:43,000,970.9,1022.1,-1.2,2.7,49,6350,0.0,-,129,1.2,135,1.3,-1.2,-9.4
57060/夏县,小时数据,2024-12-31 18,2024-12-31 18:00:40,000,970.6,1021.4,3.0,2.7,35,6448,0.0,-,102,1.0,141,0.5,-0.7,-8.0
57060/夏县,小时数据,2024-12-31 17,2024-12-31 17:00:43,000,970.3,1020.5,8.9,2.8,25,11633,0.0,-,221,1.7,231,1.6,0.0,1.6
57060/夏县,小时数据,2024-12-31 16,2024-12-31 16:00:40,000,970.8,1020.8,11.4,2.8,21,12319,0.0,-,274,0.6,279,1.1,5.8,14.5
57060/夏县,小时数据,2024-12-31 15,2024-12-31 15:00:42,000,971.5,1021.6,10.7,2.7,21,16565,0.0,-,236,1.1,240,1.3,9.2,19.2
57060/夏县,小时数据,2024-12-31 14,2024-12-31 14:00:43,000,972.7,1022.9,9.9,2.7,22,16027,0.0,-,256,2.1,234,1.6,10.3,19.9
57060/夏县,小时数据,2024-12-31 13,2024-12-31 13:00:45,000,974.0,1024.4,7.8,2.9,27,13006,0.0,-,268,2.1,247,2.0,9.1,18.9
57060/夏县,小时数据,2024-12-31 12,2024-12-31 12:00:42,000,975.5,1025.9,7.3,2.6,25,13227,0.0,-,218,1.3,202,1.4,6.1,15.9
57060/夏县,小时数据,2024-12-31 11,2024-12-31 11:00:43,000,976.6,1027.2,4.9,2.6,30,12204,0.0,-,258,1.2,286,1.2,1.8,14.5
57060/夏县,小时数据,2024-12-31 10,2024-12-31 10:00:42,000,977.2,1028.1,1.1,2.8,43,10620,0.0,-,11,1.7,23,2.0,-0.7,6.7
57060/夏县,小时数据,2024-12-31 09,2024-12-31 09:00:43,000,977.4,1028.8,-4.7,3.3,76,9022,0.0,-,75,0.7,61,0.7,-3.9,-2.7
57060/夏县,小时数据,2024-12-31 08,2024-12-31 08:00:42,000,977.2,1029.0,-10.4,2.2,80,13305,0.0,-,30,1.1,36,1.1,-6.3,-13.0
57060/夏县,小时数据,2024-12-31 07,2024-12-31 07:00:39,000,977.1,1028.7,-9.9,2.2,75,8253,0.0,-,34,1.1,45,1.1,-6.3,-14.1
57060/夏县,小时数据,2024-12-31 06,2024-12-31 06:00:43,000,977.2,1028.3,-9.5,2.1,72,14635,0.0,-,46,1.3,51,1.3,-6.1,-13.9
57060/夏县,小时数据,2024-12-31 05,2024-12-31 05:00:40,000,977.8,1028.6,-9.1,2.2,72,11226,0.0,-,99,0.9,59,1.5,-5.9,-13.2
57060/夏县,小时数据,2024-12-31 04,2024-12-31 04:00:38,000,978.5,1029.3,-9.9,2.2,76,8147,0.0,-,24,1.1,46,0.9,-5.8,-13.1
57060/夏县,小时数据,2024-12-31 03,2024-12-31 03:00:41,000,979.5,1030.3,-9.1,2.3,76,7713,0.0,-,24,2.0,22,1.7,-5.5,-12.8
57060/夏县,小时数据,2024-12-31 02,2024-12-31 02:00:42,000,979.9,1030.7,-8.9,2.2,72,7508,0.0,-,350,0.7,1,1.0,-5.1,-13.1
57060/夏县,小时数据,2024-12-31 01,2024-12-31 01:00:39,000,980.5,1031.3,-8.1,2.3,68,8363,0.0,-,337,0.7,349,0.9,-4.6,-13.0
57060/夏县,小时数据,2024-12-31 00,2024-12-31 00:00:50,000,980.5,1031.5,-7.6,2.3,67,7271,0.0,-,32,1.5,46,1.1,-4.1,-11.8
57060/夏县,小时数据,2024-12-30 23,2024-12-30 23:00:40,000,980.8,1031.8,-6.7,2.4,64,7813,0.0,-,36,1.2,33,1.3,-3.6,-12.1
57060/夏县,小时数据,2024-12-30 22,2024-12-30 22:00:43,000,980.8,1032.1,-5.6,2.3,58,6278,0.0,-,42,1.5,32,1.5,-3.1,-10.8
57060/夏县,小时数据,2024-12-30 21,2024-12-30 21:00:42,000,980.8,1032.1,-4.4,2.3,52,7410,0.0,-,48,1.5,70,1.2,-2.6,-10.0
57060/夏县,小时数据,2024-12-30 20,2024-12-30 20:00:40,000,980.6,1032.0,-3.3,2.2,45,10253,0.0,-,110,0.7,93,1.3,-1.9,-9.3
57060/夏县,小时数据,2024-12-30 19,2024-12-30 19:00:40,000,980.0,1031.4,-1.1,2.2,39,9071,0.0,-,136,1.5,139,1.1,-1.3,-9.3
57060/夏县,小时数据,2024-12-30 18,2024-12-30 18:00:40,000,979.3,1030.4,2.8,2.1,28,14778,0.0,-,140,1.4,135,1.2,-0.8,-8.3
57060/夏县,小时数据,2024-12-30 17,2024-12-30 17:00:40,000,978.6,1029.4,6.3,2.2,23,16132,0.0,-,178,1.6,183,1.8,-0.7,2.0
57060/夏县,小时数据,2024-12-30 16,2024-12-30 16:00:41,000,978.1,1028.8,7.3,2.2,22,22020,0.0,-,177,2.6,197,3.0,3.7,9.9
57060/夏县,小时数据,2024-12-30 15,2024-12-30 15:00:43,000,978.1,1028.8,7.3,2.4,23,16634,0.0,-,193,3.0,193,3.4,6.9,15.2
57060/夏县,小时数据,2024-12-30 14,2024-12-30 14:00:43,000,978.5,1029.2,7.3,2.6,25,16835,0.0,-,207,3.3,208,3.3,6.6,14.7
57060/夏县,小时数据,2024-12-30 13,2024-12-30 13:00:44,000,979.0,1029.8,6.2,2.4,25,15927,0.0,-,208,2.8,180,2.2,4.0,14.8
57060/夏县,小时数据,2024-12-30 12,2024-12-30 12:00:42,000,979.8,1030.9,4.2,2.6,32,14183,0.0,-,190,1.7,197,1.7,0.4,7.8
57060/夏县,小时数据,2024-12-30 11,2024-12-30 11:00:40,000,980.4,1031.5,3.4,2.6,34,11104,0.0,-,215,1.6,214,2.3,0.3,7.3
57060/夏县,小时数据,2024-12-30 10,2024-12-30 10:00:43,000,980.5,1031.9,-0.6,3.3,57,4404,0.0,-,115,0.6,PPC,0.2,-0.4,3.2
57060/夏县,小时数据,2024-12-30 09,2024-12-30 09:00:42,000,979.6,1031.0,-2.0,3.0,56,4183,0.0,-,266,1.3,278,1.5,-2.2,-1.6
57060/夏县,小时数据,2024-12-30 08,2024-12-30 08:00:42,000,978.9,1030.3,-4.0,2.9,64,9290,0.0,-,223,2.1,213,2.2,-3.6,-5.6
57060/夏县,小时数据,2024-12-30 07,2024-12-30 07:00:41,000,978.2,1029.6,-7.3,2.7,77,4862,0.0,-,198,1.8,223,1.3,-4.7,-9.9
57060/夏县,小时数据,2024-12-30 06,2024-12-30 06:00:42,000,977.3,1028.5,-7.5,2.6,75,5219,0.0,-,351,0.8,298,0.6,-4.3,-8.1
57060/夏县,小时数据,2024-12-30 05,2024-12-30 05:00:41,000,977.2,1028.2,-8.5,2.5,77,4994,0.0,-,PPC,0.0,PPC,0.0,-4.4,-8.3
57060/夏县,小时数据,2024-12-30 04,2024-12-30 04:00:40,000,977.2,1028.2,-8.8,2.4,76,4700,0.0,-,355,1.1,3,1.2,-4.9,-10.1
57060/夏县,小时数据,2024-12-30 03,2024-12-30 03:00:40,000,977.4,1028.4,-8.9,2.2,72,4280,0.0,-,56,1.2,39,1.2,-5.2,-12.4
57060/夏县,小时数据,2024-12-30 02,2024-12-30 02:00:42,000,977.5,1028.6,-9.0,2.2,72,4125,0.0,-,27,1.3,37,1.5,-4.6,-9.9
57060/夏县,小时数据,2024-12-30 01,2024-12-30 01:00:39,000,978.0,1029.1,-8.8,2.3,73,4105,0.0,-,360,0.8,9,0.8,-4.9,-12.3
57060/夏县,小时数据,2024-12-30 00,2024-12-30 00:00:49,000,977.6,1028.9,-8.6,2.2,68,4084,0.0,-,3,1.8,18,1.3,-4.4,-12.5
57060/夏县,小时数据,2024-12-29 23,2024-12-29 23:00:41,000,977.7,1029.1,-8.1,2.2,67,2986,0.0,-,66,0.8,77,0.9,-4.0,-12.5
57060/夏县,小时数据,2024-12-29 22,2024-12-29 22:00:41,000,978.1,1029.7,-7.2,2.1,60,4167,0.0,-,16,1.2,18,1.2,-3.4,-12.0
57060/夏县,小时数据,2024-12-29 21,2024-12-29 21:00:40,000,978.1,1029.8,-6.0,2.2,56,6453,0.0,-,35,1.4,61,1.2,-2.8,-10.3
57060/夏县,小时数据,2024-12-29 20,2024-12-29 20:00:38,000,977.6,1029.6,-4.1,2.2,48,6984,0.0,-,46,1.2,78,1.3,-2.0,-10.0
57060/夏县,小时数据,2024-12-29 19,2024-12-29 19:00:40,000,977.0,1028.8,-1.6,2.2,40,12899,0.0,-,141,1.0,136,1.3,-1.3,-10.2
57060/夏县,小时数据,2024-12-29 18,2024-12-29 18:00:41,000,976.4,1028.0,0.5,2.2,34,9836,0.0,-,197,0.3,251,0.6,-0.7,-8.3
57060/夏县,小时数据,2024-12-29 17,2024-12-29 17:00:46,000,975.9,1027.2,3.6,2.1,27,15442,0.0,-,238,0.5,215,0.8,-1.0,-0.9
57060/夏县,小时数据,2024-12-29 16,2024-12-29 16:00:46,000,976.3,1027.7,3.3,2.1,27,15890,0.0,-,206,2.9,200,2.5,1.2,5.9
57060/夏县,小时数据,2024-12-29 15,2024-12-29 15:00:45,000,976.4,1027.7,3.6,1.9,24,16930,0.0,-,222,2.5,215,2.6,3.3,9.5
57060/夏县,小时数据,2024-12-29 14,2024-12-29 14:00:46,000,976.7,1028.1,3.0,1.9,25,21445,0.0,-,211,3.2,210,2.5,3.0,9.5
57060/夏县,小时数据,2024-12-29 13,2024-12-29 13:00:47,000,978.1,1029.6,2.4,1.9,26,19362,0.0,-,206,2.6,205,3.1,3.6,13.2
57060/夏县,小时数据,2024-12-29 12,2024-12-29 12:00:46,000,979.5,1031.1,0.8,2.1,33,10042,0.0,-,199,3.2,218,3.1,0.6,8.6
57060/夏县,小时数据,2024-12-29 11,2024-12-29 11:00:45,000,981.0,1032.8,-1.3,2.3,42,10612,0.0,-,193,2.6,201,2.4,-0.1,6.0
57060/夏县,小时数据,2024-12-29 10,2024-12-29 10:00:44,000,981.1,1033.0,-3.7,2.6,56,6840,0.0,-,272,2.1,276,1.7,-1.7,2.4
57060/夏县,小时数据,2024-12-29 09,2024-12-29 09:00:46,000,980.9,1032.9,-5.8,2.1,53,10975,0.0,-,234,1.6,213,2.0,-3.8,-5.0
57060/夏县,小时数据,2024-12-29 08,2024-12-29 08:00:46,000,979.5,1031.9,-11.3,2.0,76,12358,0.0,-,69,0.3,316,0.3,-5.9,-11.5
57060/夏县,小时数据,2024-12-29 07,2024-12-29 07:00:45,000,979.4,1031.5,-12.1,1.8,74,16077,0.0,-,253,0.5,295,0.7,-6.6,-14.2
57060/夏县,小时数据,2024-12-29 06,2024-12-29 06:00:47,000,978.3,1030.3,-12.8,1.7,75,13458,0.0,-,190,1.2,183,1.1,-6.8,-16.2
57060/夏县,小时数据,2024-12-29 05,2024-12-29 05:00:45,000,977.6,1028.9,-12.7,1.8,78,8776,0.0,-,185,0.8,142,0.8,-6.6,-16.5
57060/夏县,小时数据,2024-12-29 04,2024-12-29 04:00:45,000,978.7,1030.1,-13.0,1.7,76,8807,0.0,-,58,1.2,62,1.4,-6.5,-15.4
57060/夏县,小时数据,2024-12-29 03,2024-12-29 03:00:47,000,978.9,1030.3,-12.6,1.7,74,7280,0.0,-,PPC,0.0,34,0.5,-6.4,-16.2
57060/夏县,小时数据,2024-12-29 02,2024-12-29 02:00:46,000,979.3,1030.8,-12.4,1.7,72,7808,0.0,-,54,1.0,76,1.0,-6.2,-16.8
57060/夏县,小时数据,2024-12-29 01,2024-12-29 01:00:47,000,979.2,1030.7,-12.0,1.8,74,7279,0.0,-,90,0.8,66,1.2,-5.9,-16.9
57060/夏县,小时数据,2024-12-29 00,2024-12-29 00:01:00,000,979.8,1031.3,-11.2,1.8,69,7336,0.0,-,18,1.3,12,1.1,-5.3,-16.7
57060/夏县,小时数据,2024-12-28 23,2024-12-28 23:00:46,000,980.8,1032.5,-10.5,1.7,61,5462,0.0,-,32,1.5,30,1.9,-4.6,-16.0
57060/夏县,小时数据,2024-12-28 22,2024-12-28 22:00:45,000,981.5,1033.2,-9.1,1.8,58,10881,0.0,-,54,1.2,54,1.3,-4.0,-15.4
57060/夏县,小时数据,2024-12-28 21,2024-12-28 21:00:45,000,981.4,1033.8,-8.1,1.7,51,10966,0.0,-,42,1.2,44,1.5,-3.4,-15.1
57060/夏县,小时数据,2024-12-28 20,2024-12-28 20:00:47,000,980.8,1033.5,-6.9,1.7,46,13779,0.0,-,84,1.0,101,1.1,-2.8,-14.1
57060/夏县,小时数据,2024-12-28 19,2024-12-28 19:00:46,000,981.1,1033.4,-3.6,1.6,35,19542,0.0,-,144,1.5,137,1.8,-1.8,-13.8
57060/夏县,小时数据,2024-12-28 18,2024-12-28 18:00:46,000,980.9,1033.1,-2.2,1.7,32,17336,0.0,-,143,1.8,135,1.7,-1.0,-12.8
57060/夏县,小时数据,2024-12-28 17,2024-12-28 17:00:47,000,981.4,1032.9,4.2,1.6,19,23392,0.0,-,251,0.8,257,0.8,-0.5,-6.4
57060/夏县,小时数据,2024-12-28 16,2024-12-28 16:00:46,000,982.1,1033.6,4.4,1.6,19,30000,0.0,-,189,1.6,213,1.5,2.7,8.3
57060/夏县,小时数据,2024-12-28 15,2024-12-28 15:00:46,000,982.9,1034.5,4.1,1.6,20,26027,0.0,-,272,2.3,239,2.7,4.8,12.2
57060/夏县,小时数据,2024-12-28 14,2024-12-28 14:00:49,000,984.2,1035.8,3.3,1.5,20,30000,0.0,-,215,1.4,234,2.3,6.2,13.9
57060/夏县,小时数据,2024-12-28 13,2024-12-28 13:00:49,000,985.5,1037.2,2.8,1.5,20,24129,0.0,-,256,1.7,254,2.0,6.0,13.9
57060/夏县,小时数据,2024-12-28 12,2024-12-28 12:00:46,000,986.8,1038.5,1.8,1.7,25,25567,0.0,-,248,2.1,264,2.1,3.2,12.5
57060/夏县,小时数据,2024-12-28 11,2024-12-28 11:00:45,000,988.5,1040.2,0.2,1.7,28,21095,0.0,-,255,1.8,259,1.9,0.5,10.3
57060/夏县,小时数据,2024-12-28 10,2024-12-28 10:00:46,000,989.1,1040.9,-1.5,2.2,40,9297,0.0,-,333,1.0,320,0.5,-1.0,6.1
57060/夏县,小时数据,2024-12-28 09,2024-12-28 09:00:45,000,989.2,1041.5,-8.9,2.2,72,11505,0.0,-,100,0.4,114,0.3,-4.6,-5.5
57060/夏县,小时数据,2024-12-28 08,2024-12-28 08:00:47,000,989.6,1042.3,-13.5,1.6,75,14364,0.0,-,44,1.9,41,1.6,-6.8,-16.2
57060/夏县,小时数据,2024-12-28 07,2024-12-28 07:00:46,000,989.4,1041.9,-13.0,1.6,69,16962,0.0,-,50,2.2,37,2.1,-6.7,-16.1
57060/夏县,小时数据,2024-12-28 06,2024-12-28 06:00:47,000,989.2,1041.6,-13.0,1.6,73,11347,0.0,-,156,1.1,150,1.1,-6.6,-16.5
57060/夏县,小时数据,2024-12-28 05,2024-12-28 05:00:46,000,989.7,1041.9,-12.8,1.7,73,16243,0.0,-,111,0.8,110,0.5,-6.4,-16.9
57060/夏县,小时数据,2024-12-28 04,2024-12-28 04:00:45,000,990.3,1042.3,-12.1,1.6,68,15646,0.0,-,346,0.6,349,0.7,-6.1,-16.4
57060/夏县,小时数据,2024-12-28 03,2024-12-28 03:00:46,000,990.5,1042.5,-12.1,1.6,66,16737,0.0,-,36,0.9,64,1.1,-5.8,-15.9
57060/夏县,小时数据,2024-12-28 02,2024-12-28 02:00:46,000,990.7,1042.7,-11.4,1.6,62,15361,0.0,-,114,0.8,122,1.1,-5.5,-15.7
57060/夏县,小时数据,2024-12-28 01,2024-12-28 01:00:46,000,990.8,1042.8,-10.5,1.6,59,15594,0.0,-,335,1.4,18,1.2,-5.2,-14.4
57060/夏县,小时数据,2024-12-28 00,2024-12-28 00:01:20,000,991.3,1043.2,-8.8,1.6,50,12267,0.0,-,42,1.1,20,1.1,-4.7,-14.7
57060/夏县,小时数据,2024-12-27 23,2024-12-27 23:00:46,000,991.9,1043.6,-6.2,1.5,38,3167,0.0,-,351,1.9,21,2.0,-4.2,-10.3
57060/夏县,小时数据,2024-12-27 22,2024-12-27 22:00:46,000,992.5,1044.3,-5.5,1.5,36,25995,0.0,-,101,1.3,132,1.1,-3.7,-13.8
57060/夏县,小时数据,2024-12-27 21,2024-12-27 21:00:45,000,992.8,1044.6,-3.0,1.4,28,24149,0.0,-,17,3.5,27,3.7,-3.0,-6.3
57060/夏县,小时数据,2024-12-27 20,2024-12-27 20:00:47,000,992.7,1045.0,-2.3,1.3,25,24862,0.0,-,56,1.9,62,1.8,-2.3,-10.4
57060/夏县,小时数据,2024-12-27 19,2024-12-27 19:00:46,000,992.2,1044.3,-0.6,1.2,21,30000,0.0,-,5,3.5,3,3.4,-1.4,-3.9
57060/夏县,小时数据,2024-12-27 18,2024-12-27 18:00:46,000,991.9,1043.9,0.1,1.2,20,30000,0.0,-,292,1.7,269,2.5,-0.9,-8.8
57060/夏县,小时数据,2024-12-27 17,2024-12-27 17:00:46,000,991.5,1043.2,1.9,1.2,17,30000,0.0,-,342,5.4,337,3.9,-0.5,-0.2
57060/夏县,小时数据,2024-12-27 16,2024-12-27 16:00:46,000,991.4,1042.9,3.2,1.2,16,30000,0.0,-,332,3.5,334,4.6,1.3,5.3
57060/夏县,小时数据,2024-12-27 15,2024-12-27 15:00:46,000,991.2,1042.5,3.5,1.2,15,30000,0.0,-,312,6.8,318,6.1,2.9,8.4
57060/夏县,小时数据,2024-12-27 14,2024-12-27 14:00:47,000,991.3,1042.6,2.9,1.3,17,19375,0.0,-,304,6.5,307,6.7,3.2,8.4
57060/夏县,小时数据,2024-12-27 13,2024-12-27 13:00:44,000,991.7,1043.0,2.5,1.5,20,20724,0.0,-,297,5.8,295,5.9,2.3,8.5
57060/夏县,小时数据,2024-12-27 12,2024-12-27 12:00:45,000,992.4,1043.8,2.2,1.7,24,28352,0.0,-,302,3.6,316,3.8,1.1,8.8
57060/夏县,小时数据,2024-12-27 11,2024-12-27 11:00:45,000,993.2,1044.8,1.7,1.9,27,30000,0.0,-,328,3.1,333,3.9,0.0,6.4
57060/夏县,小时数据,2024-12-27 10,2024-12-27 10:00:48,000,993.0,1044.6,0.5,2.2,34,17711,0.0,-,344,3.2,352,3.8,-0.6,3.2
57060/夏县,小时数据,2024-12-27 09,2024-12-27 09:00:45,000,991.9,1043.7,-2.5,2.6,51,15732,0.0,-,21,2.1,21,2.5,-2.2,-1.4
57060/夏县,小时数据,2024-12-27 08,2024-12-27 08:00:45,000,990.6,1042.8,-8.2,2.5,75,8457,0.0,-,43,1.3,41,1.1,-4.0,-11.1
57060/夏县,小时数据,2024-12-27 07,2024-12-27 07:00:45,000,989.4,1041.2,-7.6,2.4,70,9892,0.0,-,79,0.9,62,0.9,-3.9,-11.5
57060/夏县,小时数据,2024-12-27 06,2024-12-27 06:00:46,000,988.0,1039.6,-7.3,2.7,75,7382,0.0,-,93,1.4,139,1.3,-3.6,-11.8
57060/夏县,小时数据,2024-12-27 05,2024-12-27 05:00:45,000,987.3,1038.3,-6.6,2.6,70,6582,0.0,-,110,1.0,101,1.0,-3.2,-11.1
57060/夏县,小时数据,2024-12-27 04,2024-12-27 04:00:45,000,987.5,1038.3,-6.0,2.7,70,5414,0.0,-,PPC,0.2,112,0.6,-2.7,-9.1
57060/夏县,小时数据,2024-12-27 03,2024-12-27 03:00:46,000,987.4,1038.1,-4.3,2.8,63,5199,0.0,-,321,1.5,265,1.3,-2.3,-7.0
57060/夏县,小时数据,2024-12-27 02,2024-12-27 02:00:45,000,986.7,1037.3,-4.1,3.0,66,3975,0.0,-,17,1.4,64,0.6,-2.1,-6.9
57060/夏县,小时数据,2024-12-27 01,2024-12-27 01:00:45,000,986.2,1036.8,-3.2,2.9,60,5986,0.0,-,306,1.5,269,1.2,-2.0,-7.8
57060/夏县,小时数据,2024-12-27 00,2024-12-27 00:01:04,000,986.6,1037.4,-3.9,3.1,68,3900,0.0,-,181,1.7,171,1.7,-1.5,-5.9
57060/夏县,小时数据,2024-12-26 23,2024-12-26 23:00:46,000,986.0,1037.1,-4.4,2.9,66,4939,0.0,-,24,1.2,6,1.2,-1.8,-7.3
57060/夏县,小时数据,2024-12-26 22,2024-12-26 22:00:45,000,984.5,1035.8,-3.9,2.9,63,4796,0.0,-,269,1.0,288,0.9,-1.8,-10.1
57060/夏县,小时数据,2024-12-26 21,2024-12-26 21:00:46,000,984.0,1035.7,-2.9,2.8,56,6456,0.0,-,130,1.0,86,0.5,-1.1,-7.4
57060/夏县,小时数据,2024-12-26 20,2024-12-26 20:00:47,000,983.4,1035.2,-2.1,2.8,53,6338,0.0,-,150,0.5,158,0.9,-1.0,-8.5
57060/夏县,小时数据,2024-12-26 19,2024-12-26 19:00:45,000,982.4,1033.8,0.3,2.7,43,7429,0.0,-,58,0.4,34,0.8,-0.7,-6.4
57060/夏县,小时数据,2024-12-26 18,2024-12-26 18:00:46,000,981.3,1032.5,1.8,2.6,38,7620,0.0,-,130,1.6,130,0.6,-0.6,-8.7
57060/夏县,小时数据,2024-12-26 17,2024-12-26 17:00:46,000,980.6,1031.2,7.1,2.5,25,13985,0.0,-,PPC,0.0,PPC,0.0,-0.8,-2.3
57060/夏县,小时数据,2024-12-26 16,2024-12-26 16:00:45,000,980.5,1030.9,8.2,2.4,22,14473,0.0,-,16,1.5,24,1.2,3.0,10.5
57060/夏县,小时数据,2024-12-26 15,2024-12-26 15:00:46,000,981.1,1031.5,8.2,2.4,22,16185,0.0,-,3,0.8,24,0.9,5.3,14.2
57060/夏县,小时数据,2024-12-26 14,2024-12-26 14:00:45,000,981.7,1032.1,8.3,2.4,22,13173,0.0,-,302,1.1,261,0.9,6.3,17.0
57060/夏县,小时数据,2024-12-26 13,2024-12-26 13:00:46,000,983.2,1033.9,6.7,2.5,25,14068,0.0,-,306,0.9,318,1.0,6.1,16.3
57060/夏县,小时数据,2024-12-26 12,2024-12-26 12:00:46,000,985.0,1035.9,5.5,2.6,29,11297,0.0,-,322,1.2,291,1.1,4.3,14.6
57060/夏县,小时数据,2024-12-26 11,2024-12-26 11:00:46,000,986.3,1037.4,3.0,2.7,36,9509,0.0,-,244,1.1,279,1.2,0.9,10.8
57060/夏县,小时数据,2024-12-26 10,2024-12-26 10:00:45,000,986.6,1038.0,-0.8,3.5,60,5534,0.0,-,356,0.9,7,0.7,-0.3,5.7
57060/夏县,小时数据,2024-12-26 09,2024-12-26 09:00:48,000,986.8,1038.3,-5.8,3.4,85,5842,0.0,-,76,0.6,68,0.8,-2.9,-5.8
57060/夏县,小时数据,2024-12-26 08,2024-12-26 08:00:46,000,986.3,1037.9,-7.8,2.9,85,4662,0.0,-,40,0.9,32,1.1,-3.9,-11.6
57060/夏县,小时数据,2024-12-26 07,2024-12-26 07:00:47,000,986.0,1037.7,-7.3,3.0,84,5195,0.0,-,76,1.1,61,1.3,-3.4,-9.6
57060/夏县,小时数据,2024-12-26 06,2024-12-26 06:00:45,000,985.7,1037.2,-6.9,3.1,84,5255,0.0,-,75,0.3,97,0.6,-3.0,-8.0
