区站号,数据类型,时间,入库时间,更正标识,本站气压,海平面气压,气温,水汽压,相对湿度,1分钟平均水平能见度,降水量,小时蒸发量,2分钟平均风向,风速,10分钟平均风向,10分钟平均风速,地面温度,草面（雪面）温度
53578/朔州,小时数据,2025-01-09 12,2025-01-09 12:00:43,000,904.3,1045.1,-8.5,1.1,35,30000,0.0,-,288,1.7,231,1.5,7.0,3.0
53578/朔州,小时数据,2025-01-09 11,2025-01-09 11:00:44,000,904.7,1045.8,-9.1,1.2,38,19731,0.0,-,131,1.1,162,1.3,3.8,0.8
53578/朔州,小时数据,2025-01-09 10,2025-01-09 10:00:47,000,904.6,1045.7,-12.5,1.3,54,13160,0.0,-,292,1.0,303,1.0,-4.6,-2.4
53578/朔州,小时数据,2025-01-09 09,2025-01-09 09:00:43,000,904.1,1045.8,-17.0,1.1,70,10150,0.0,-,213,0.4,293,0.3,-18.7,-19.3
53578/朔州,小时数据,2025-01-09 08,2025-01-09 08:18:27,CCA,903.4,1046.1,-19.7,0.9,71,9866,0.0,-,274,1.0,253,1.1,-23.2,-26.1
53578/朔州,小时数据,2025-01-09 07,2025-01-09 07:00:38,000,902.7,1045.2,-20.0,0.9,71,10192,0.0,-,313,1.3,311,1.3,-23.0,-25.5
53578/朔州,小时数据,2025-01-09 06,2025-01-09 06:00:45,000,902.0,1043.4,-18.6,0.9,67,13687,0.0,-,247,0.6,309,1.0,-22.5,-24.2
53578/朔州,小时数据,2025-01-09 05,2025-01-09 05:00:42,000,901.7,1042.9,-20.3,0.9,72,12150,0.0,-,348,1.4,348,1.5,-22.7,-24.4
53578/朔州,小时数据,2025-01-09 04,2025-01-09 04:00:43,000,901.9,1042.5,-19.7,0.9,70,19836,0.0,-,8,1.4,357,1.3,-22.7,-25.2
53578/朔州,小时数据,2025-01-09 03,2025-01-09 03:00:39,000,901.4,1041.7,-19.5,0.9,70,22665,0.0,-,349,1.3,334,1.2,-22.2,-24.4
53578/朔州,小时数据,2025-01-09 02,2025-01-09 02:00:43,000,901.1,1041.6,-18.9,1.0,70,21224,0.0,-,298,0.7,272,0.9,-21.8,-25.2
53578/朔州,小时数据,2025-01-09 01,2025-01-09 01:00:48,000,900.9,1041.5,-17.6,1.0,66,20523,0.0,-,327,0.9,356,0.7,-21.2,-24.7
53578/朔州,小时数据,2025-01-09 00,2025-01-09 00:00:54,000,900.9,1041.5,-16.0,1.1,60,20173,0.0,-,311,1.6,316,1.7,-20.5,-23.2
53578/朔州,小时数据,2025-01-08 23,2025-01-08 23:00:43,000,901.0,1041.8,-16.4,1.0,58,19143,0.0,-,266,1.6,273,1.3,-19.6,-22.1
53578/朔州,小时数据,2025-01-08 22,2025-01-08 22:00:39,000,900.8,1041.0,-12.9,1.1,47,20745,0.0,-,320,1.0,326,1.1,-18.4,-20.1
53578/朔州,小时数据,2025-01-08 21,2025-01-08 21:00:39,000,900.3,1040.3,-10.8,1.1,40,28309,0.0,-,337,1.4,335,1.3,-16.3,-16.2
53578/朔州,小时数据,2025-01-08 20,2025-01-08 20:00:47,000,900.0,1040.6,-12.0,1.1,44,23917,0.0,-,319,1.8,318,1.8,-17.7,-18.8
53578/朔州,小时数据,2025-01-08 19,2025-01-08 19:00:41,000,899.3,1039.7,-11.4,1.2,46,21171,0.0,-,341,0.8,348,0.8,-16.4,-19.5
53578/朔州,小时数据,2025-01-08 18,2025-01-08 18:00:42,000,898.5,1037.8,-9.2,1.2,40,24037,0.0,-,105,2.4,96,2.5,-13.4,-12.8
53578/朔州,小时数据,2025-01-08 17,2025-01-08 17:00:43,000,897.9,1036.9,-7.3,1.2,35,25170,0.0,-,72,2.1,82,2.2,-8.5,-9.0
53578/朔州,小时数据,2025-01-08 16,2025-01-08 16:00:38,000,897.6,1035.2,-5.6,1.2,30,30000,0.0,-,98,3.0,88,2.9,2.6,-0.9
53578/朔州,小时数据,2025-01-08 15,2025-01-08 15:00:43,000,897.6,1034.7,-4.9,1.1,26,30000,0.0,-,230,2.1,195,1.4,10.5,6.0
53578/朔州,小时数据,2025-01-08 14,2025-01-08 14:00:42,000,898.0,1035.1,-6.4,1.2,31,30000,0.0,-,59,1.1,116,1.7,11.4,4.4
53578/朔州,小时数据,2025-01-08 13,2025-01-08 13:00:44,000,898.8,1036.1,-8.2,1.2,35,23693,0.0,-,264,1.2,230,1.1,10.9,3.6
53578/朔州,小时数据,2025-01-08 12,2025-01-08 12:00:44,000,900.0,1037.5,-9.8,1.2,40,30000,0.0,-,273,0.5,245,0.9,7.5,2.4
53578/朔州,小时数据,2025-01-08 11,2025-01-08 11:00:45,000,900.9,1038.2,-9.9,1.2,43,27417,0.0,-,152,1.7,170,1.6,3.3,-0.2
53578/朔州,小时数据,2025-01-08 10,2025-01-08 10:00:41,000,901.0,1038.7,-11.5,1.2,48,30000,0.0,-,142,1.5,121,1.7,-2.8,-2.5
53578/朔州,小时数据,2025-01-08 09,2025-01-08 09:00:43,000,900.6,1038.7,-13.3,1.3,58,22880,0.0,-,216,1.2,248,1.3,-15.5,-15.2
53578/朔州,小时数据,2025-01-08 08,2025-01-08 08:02:58,CCA,899.7,1037.6,-14.4,1.3,63,30000,0.0,-,203,1.2,184,1.0,-19.7,-20.2
53578/朔州,小时数据,2025-01-08 07,2025-01-08 07:00:39,000,898.8,1036.9,-14.5,1.3,66,30000,0.0,-,280,2.1,38,1.4,-18.7,-18.7
53578/朔州,小时数据,2025-01-08 06,2025-01-08 06:00:44,000,897.8,1035.2,-13.2,1.5,67,30000,0.0,-,93,2.0,89,2.1,-18.7,-17.2
53578/朔州,小时数据,2025-01-08 05,2025-01-08 05:00:41,000,897.1,1034.3,-14.4,1.3,63,30000,0.0,-,334,1.5,336,1.3,-19.6,-22.5
53578/朔州,小时数据,2025-01-08 04,2025-01-08 04:00:45,000,896.6,1032.7,-11.3,1.4,55,30000,0.0,-,6,1.2,18,1.2,-17.4,-17.8
53578/朔州,小时数据,2025-01-08 03,2025-01-08 03:00:40,000,896.1,1031.9,-10.4,1.5,55,30000,0.0,-,332,1.7,318,1.7,-16.1,-16.9
53578/朔州,小时数据,2025-01-08 02,2025-01-08 02:00:44,000,895.6,1030.7,-8.6,1.7,52,30000,0.0,-,337,1.6,314,1.6,-13.9,-14.0
53578/朔州,小时数据,2025-01-08 01,2025-01-08 01:00:42,000,895.1,1029.8,-7.0,1.8,50,30000,0.0,-,325,1.3,320,1.6,-10.3,-9.9
53578/朔州,小时数据,2025-01-08 00,2025-01-08 00:00:51,000,894.6,1029.0,-5.4,2.1,51,30000,0.0,-,307,3.0,307,3.8,-7.0,-6.4
53578/朔州,小时数据,2025-01-07 23,2025-01-07 23:00:42,000,893.8,1028.1,-4.2,2.2,49,27703,0.0,-,317,3.5,305,3.5,-7.1,-5.5
53578/朔州,小时数据,2025-01-07 22,2025-01-07 22:00:43,000,893.0,1027.7,-4.0,1.7,38,30000,0.0,-,285,1.8,281,1.7,-7.7,-6.1
53578/朔州,小时数据,2025-01-07 21,2025-01-07 21:00:49,000,892.5,1028.6,-3.8,1.6,35,30000,0.0,-,290,2.3,281,1.5,-10.7,-11.9
53578/朔州,小时数据,2025-01-07 20,2025-01-07 20:00:44,000,891.9,1029.4,-2.6,1.6,32,30000,0.0,-,271,4.6,271,4.4,-7.1,-4.7
53578/朔州,小时数据,2025-01-07 19,2025-01-07 19:00:41,000,891.7,1029.5,-3.6,1.5,33,28106,0.0,-,273,2.6,273,2.5,-10.2,-9.2
53578/朔州,小时数据,2025-01-07 18,2025-01-07 18:00:44,000,891.2,1028.6,-2.9,1.6,32,26933,0.0,-,258,2.7,262,1.7,-9.0,-9.3
53578/朔州,小时数据,2025-01-07 17,2025-01-07 17:00:42,000,891.2,1028.0,-1.3,1.6,29,30000,0.0,-,249,3.2,255,2.8,-3.7,-3.0
53578/朔州,小时数据,2025-01-07 16,2025-01-07 16:00:44,000,891.8,1028.5,-0.7,1.6,28,30000,0.0,-,267,6.3,273,5.1,4.2,2.8
53578/朔州,小时数据,2025-01-07 15,2025-01-07 15:00:44,000,892.0,1028.6,-0.6,1.6,28,30000,0.0,-,258,5.1,268,4.8,8.2,6.6
53578/朔州,小时数据,2025-01-07 14,2025-01-07 14:00:44,000,892.4,1028.7,-0.2,1.6,26,30000,0.0,-,254,4.5,262,4.7,10.9,8.3
53578/朔州,小时数据,2025-01-07 13,2025-01-07 13:00:46,000,893.0,1029.2,-0.6,1.5,26,30000,0.0,-,298,4.4,290,4.1,11.5,9.0
53578/朔州,小时数据,2025-01-07 12,2025-01-07 12:00:39,000,894.0,1029.8,-1.2,1.6,29,30000,0.0,-,268,1.3,252,2.9,11.8,8.7
53578/朔州,小时数据,2025-01-07 11,2025-01-07 11:00:44,000,895.0,1031.9,-2.8,1.6,33,25042,0.0,-,13,1.8,18,1.6,7.6,8.0
53578/朔州,小时数据,2025-01-07 10,2025-01-07 10:00:43,000,895.7,1033.1,-4.7,1.7,39,30000,0.0,-,196,1.6,208,2.3,0.6,3.5
53578/朔州,小时数据,2025-01-07 09,2025-01-07 09:00:48,000,895.8,1034.4,-10.5,1.8,67,30000,0.0,-,203,0.7,209,0.6,-15.2,-15.9
53578/朔州,小时数据,2025-01-07 08,2025-01-07 08:39:25,CCA,895.7,1035.7,-17.1,1.2,75,10822,0.0,-,236,1.0,277,0.8,-20.2,-22.4
53578/朔州,小时数据,2025-01-07 07,2025-01-07 07:00:44,000,895.5,1034.7,-17.4,1.2,75,13219,0.0,-,287,0.8,303,0.9,-20.4,-22.2
53578/朔州,小时数据,2025-01-07 06,2025-01-07 06:00:41,000,895.3,1033.7,-16.9,1.2,75,26529,0.0,-,353,1.6,332,1.1,-20.0,-21.5
53578/朔州,小时数据,2025-01-07 05,2025-01-07 05:00:43,000,895.6,1033.3,-16.4,1.3,74,22314,0.0,-,259,0.5,355,0.5,-20.0,-22.3
53578/朔州,小时数据,2025-01-07 04,2025-01-07 04:00:42,000,896.1,1033.5,-16.1,1.3,74,20371,0.0,-,311,1.1,270,0.6,-19.5,-21.8
53578/朔州,小时数据,2025-01-07 03,2025-01-07 03:00:39,000,896.6,1034.0,-15.8,1.3,72,18850,0.0,-,314,0.7,312,0.3,-19.4,-22.4
53578/朔州,小时数据,2025-01-07 02,2025-01-07 02:00:38,000,896.9,1034.1,-15.0,1.3,70,20070,0.0,-,326,1.3,311,0.8,-18.9,-21.0
53578/朔州,小时数据,2025-01-07 01,2025-01-07 01:00:42,000,897.2,1034.1,-13.7,1.4,65,19984,0.0,-,250,0.8,255,0.6,-18.5,-20.5
53578/朔州,小时数据,2025-01-07 00,2025-01-07 00:00:50,000,897.5,1034.2,-11.3,1.5,59,25715,0.0,-,348,1.7,328,1.9,-17.6,-19.7
53578/朔州,小时数据,2025-01-06 23,2025-01-06 23:00:44,000,897.7,1035.4,-13.0,1.4,62,10953,0.0,-,306,1.5,300,1.2,-16.9,-19.1
53578/朔州,小时数据,2025-01-06 22,2025-01-06 22:00:44,000,897.4,1035.9,-12.6,1.3,57,7572,0.0,-,260,1.8,263,1.9,-15.6,-16.7
53578/朔州,小时数据,2025-01-06 21,2025-01-06 21:00:43,000,897.1,1036.7,-10.9,1.4,53,9073,0.0,-,313,1.1,293,0.8,-15.7,-18.3
53578/朔州,小时数据,2025-01-06 20,2025-01-06 20:00:42,000,896.8,1036.9,-9.4,1.4,48,13683,0.0,-,284,1.7,266,1.3,-14.7,-17.1
53578/朔州,小时数据,2025-01-06 19,2025-01-06 19:00:43,000,896.5,1035.7,-6.5,1.6,42,15906,0.0,-,310,0.7,318,1.0,-14.0,-17.5
53578/朔州,小时数据,2025-01-06 18,2025-01-06 18:00:45,000,895.9,1034.3,-4.1,1.6,36,30000,0.0,-,234,2.4,246,1.2,-11.4,-11.9
53578/朔州,小时数据,2025-01-06 17,2025-01-06 17:00:42,000,895.9,1033.6,-2.0,1.5,29,30000,0.0,-,272,2.6,279,2.9,-4.6,-4.1
53578/朔州,小时数据,2025-01-06 16,2025-01-06 16:00:41,000,895.7,1032.6,-0.9,1.4,24,30000,0.0,-,299,3.2,292,3.7,5.7,4.3
53578/朔州,小时数据,2025-01-06 15,2025-01-06 15:00:41,000,895.7,1032.8,-0.9,1.3,22,30000,0.0,-,308,4.5,313,4.4,8.0,5.8
53578/朔州,小时数据,2025-01-06 14,2025-01-06 14:00:42,000,895.8,1032.8,-0.9,1.1,20,30000,0.0,-,315,4.0,305,3.9,10.8,8.2
53578/朔州,小时数据,2025-01-06 13,2025-01-06 13:00:42,000,896.3,1032.7,-1.1,1.1,19,30000,0.0,-,338,4.6,324,4.4,11.0,8.0
53578/朔州,小时数据,2025-01-06 12,2025-01-06 12:00:43,000,897.3,1033.6,-2.3,1.2,24,25227,0.0,-,114,1.0,137,1.3,12.2,7.3
53578/朔州,小时数据,2025-01-06 11,2025-01-06 11:00:43,000,898.2,1034.6,-4.4,1.2,28,30000,0.0,-,220,1.8,219,1.3,6.3,5.7
53578/朔州,小时数据,2025-01-06 10,2025-01-06 10:00:42,000,898.6,1035.8,-7.7,1.3,39,10156,0.0,-,297,1.0,312,0.9,-0.7,3.1
53578/朔州,小时数据,2025-01-06 09,2025-01-06 09:00:41,000,898.3,1036.8,-13.4,1.3,59,6205,0.0,-,285,0.6,272,0.8,-15.5,-16.1
53578/朔州,小时数据,2025-01-06 08,2025-01-06 08:04:16,CCA,898.0,1037.0,-16.9,1.1,69,11616,0.0,-,255,1.1,299,0.8,-19.9,-21.3
53578/朔州,小时数据,2025-01-06 07,2025-01-06 07:00:41,000,897.6,1036.3,-16.6,1.1,65,21025,0.0,-,1,0.7,286,1.2,-19.9,-21.1
53578/朔州,小时数据,2025-01-06 06,2025-01-06 06:00:42,000,897.1,1035.5,-16.6,1.1,66,20259,0.0,-,335,0.9,340,0.8,-20.4,-22.9
53578/朔州,小时数据,2025-01-06 05,2025-01-06 05:00:44,000,897.0,1034.8,-16.2,1.2,67,24160,0.0,-,280,0.8,287,0.8,-20.1,-22.6
53578/朔州,小时数据,2025-01-06 04,2025-01-06 04:00:38,000,896.8,1033.7,-14.4,1.1,56,29803,0.0,-,315,0.9,335,1.2,-18.7,-19.5
53578/朔州,小时数据,2025-01-06 03,2025-01-06 03:00:42,000,897.1,1034.1,-15.4,1.2,64,29459,0.0,-,357,1.0,320,0.9,-19.4,-22.5
53578/朔州,小时数据,2025-01-06 02,2025-01-06 02:00:41,000,897.2,1034.1,-14.7,1.2,60,29917,0.0,-,4,0.9,359,1.3,-18.8,-21.2
53578/朔州,小时数据,2025-01-06 01,2025-01-06 01:00:41,000,897.1,1033.4,-12.1,1.2,48,30000,0.0,-,317,1.1,337,1.2,-17.4,-18.6
53578/朔州,小时数据,2025-01-06 00,2025-01-06 00:00:54,000,897.1,1033.0,-10.1,1.2,44,29215,0.0,-,350,1.3,344,1.2,-16.4,-18.4
53578/朔州,小时数据,2025-01-05 23,2025-01-05 23:00:43,000,896.7,1032.2,-7.9,1.3,38,26276,0.0,-,301,2.3,301,2.5,-12.7,-11.3
53578/朔州,小时数据,2025-01-05 22,2025-01-05 22:00:40,000,896.3,1032.1,-7.3,1.2,35,30000,0.0,-,310,2.0,311,2.1,-12.1,-10.9
53578/朔州,小时数据,2025-01-05 21,2025-01-05 21:00:42,000,895.8,1032.7,-6.4,1.2,33,26714,0.0,-,299,2.1,297,2.4,-11.2,-9.7
53578/朔州,小时数据,2025-01-05 20,2025-01-05 20:00:43,000,895.4,1032.3,-5.0,1.3,31,26463,0.0,-,303,2.6,298,2.6,-9.6,-7.8
53578/朔州,小时数据,2025-01-05 19,2025-01-05 19:00:43,000,894.7,1030.7,-4.3,1.3,30,22896,0.0,-,290,2.5,293,2.2,-9.7,-8.5
53578/朔州,小时数据,2025-01-05 18,2025-01-05 18:00:42,000,893.8,1029.5,-3.4,1.3,27,27612,0.0,-,290,2.0,291,2.2,-7.9,-6.8
53578/朔州,小时数据,2025-01-05 17,2025-01-05 17:00:40,000,892.6,1026.8,-1.9,1.3,24,26364,0.0,-,307,3.6,301,3.4,-3.9,-3.1
53578/朔州,小时数据,2025-01-05 16,2025-01-05 16:00:41,000,891.5,1025.2,-0.4,1.3,22,30000,0.0,-,287,3.9,296,4.2,4.7,3.8
53578/朔州,小时数据,2025-01-05 15,2025-01-05 15:00:40,000,890.9,1024.1,0.3,1.3,21,30000,0.0,-,281,5.5,289,5.1,7.9,6.4
53578/朔州,小时数据,2025-01-05 14,2025-01-05 14:00:41,000,890.6,1023.5,-0.1,1.8,30,30000,0.0,-,287,4.5,285,4.7,10.5,8.1
53578/朔州,小时数据,2025-01-05 13,2025-01-05 13:00:39,000,890.9,1023.9,-0.5,1.7,29,29785,0.0,-,324,5.1,316,4.9,10.4,7.7
53578/朔州,小时数据,2025-01-05 12,2025-01-05 12:00:42,000,890.8,1023.8,-1.0,1.8,31,30000,0.0,-,288,4.0,305,3.6,9.9,8.7
53578/朔州,小时数据,2025-01-05 11,2025-01-05 11:00:41,000,890.9,1024.0,-1.7,2.0,38,20647,0.0,-,277,5.0,275,4.0,6.6,6.7
53578/朔州,小时数据,2025-01-05 10,2025-01-05 10:00:43,000,890.7,1024.3,-3.6,2.5,53,10230,0.0,-,223,1.0,205,1.0,1.3,4.7
53578/朔州,小时数据,2025-01-05 09,2025-01-05 09:00:43,000,890.3,1025.1,-9.0,2.2,72,7689,0.0,-,342,0.6,355,0.8,-10.3,-9.9
